"id","latitude","longitude","price"
7128397230,49.051012,-122.748452,2788000.001
7144083467,49.052715,-122.676516,4999000.001
7125901049,49.054284,-122.664757,3999900.001
7142993334,49.058966,-122.814608,1498000.001
7140322252,49.059568,-122.658105,2289000.001
7113335882,49.060027,-122.844315,1980000.001
7147158542,49.060083,-122.793031,699900.001
7148748938,49.065791,-122.806343,1524900.001
7132968251,49.066418,-122.675078,999900.001
7144713828,49.067163,-122.802279,558000.001
7122697266,49.069044,-122.679713,1249000.001
7147819677,49.069306,-122.784984,1899000.001
7137006900,49.075211,-122.631992,2100000.001
7145091670,49.0791,-122.7553,1280000.001
7147210208,49.0791,-122.7553,850000.001
7147628450,49.0791,-122.7553,649999.001
7111221744,49.0791,-122.7553,1100000.001
7145502771,49.0791,-122.7553,915000.001
7144242749,49.0791,-122.7553,898800.001
7135485542,49.0791,-122.7553,755990.001
7146753305,49.0791,-122.7553,739999.001
7144713359,49.0791,-122.7553,668000.001
7148481694,49.0791,-122.7553,1029900.001
7147052831,49.083742,-122.645844,1199900.001
7135163342,49.084492,-122.639093,1499000.001
7124084799,49.084885,-122.665175,799900.001
7149432902,49.085372,-122.65984,999900.001
7134565135,49.086314,-122.646238,1149900.001
7141208648,49.086581,-122.669841,799900.001
7124034244,49.08702,-122.64788,1048000.001
7140794994,49.093099,-122.704686,1040000.001
7123014104,49.097259,-122.810841,1799000.001
7127905355,49.09791,-122.888869,1325000.001
7123013148,49.098277,-122.819424,1799000.001
7126876588,49.0986,-123.0318,1038800.001
7111233672,49.0986,-123.0318,879900.001
7126879207,49.0986,-123.0318,1058800.001
7137255454,49.0997,-122.6526,899000.001
7141775602,49.0997,-122.6526,950000.001
7141195940,49.100702,-122.710385,1299000.001
7123983769,49.10096,-122.715912,1259000.001
7128554308,49.105156,-122.882476,1898000.001
7127967864,49.105301,-122.710848,989000.001
7135874972,49.1064,-122.8251,1198000.001
7124687169,49.1064,-122.8251,719000.001
7130220948,49.1064,-122.8251,649900.001
7142314219,49.106607,-122.716105,949900.001
7130716700,49.106674,-122.851288,1369000.001
7131280130,49.1067,-122.8576,1249000.001
7124725877,49.1067,-122.8576,2300.001
7127527745,49.1067,-122.8576,739000.001
7131524408,49.1067,-122.8576,3588800.001
7133323747,49.1067,-122.8576,1279888.001
7148195860,49.107298,-122.7122,1050000.001
7142377913,49.10736,-122.841139,1880000.001
7128007250,49.108588,-122.749751,979900.001
7129239630,49.108735,-122.768558,1399500.001
7135802959,49.110826,-122.734022,1250000.001
7132363763,49.110845,-122.763751,929000.001
7144902511,49.111158,-122.831032,1199000.001
7124079458,49.111249,-122.751875,899000.001
7142202657,49.111285,-122.753484,899000.001
7143449383,49.11224,-122.888904,949000.001
7149710855,49.113484,-122.840559,619000.001
7145019845,49.113503,-122.873812,1499999.001
7131203320,49.113596,-122.756124,1075000.001
7135588648,49.113967,-122.722092,998000.001
7127774377,49.114007,-122.881823,1130000.001
7127773506,49.114078,-122.881962,1130000.001
7140630214,49.11462,-122.802239,729000.001
7134633346,49.115442,-122.844339,634800.001
7124145900,49.115444,-122.843873,624900.001
7146450551,49.115905,-122.802515,775000.001
7128746984,49.11637,-122.876,1490000.001
7146114199,49.116917,-122.704239,1148649.001
7142949027,49.117095,-122.80522,599000.001
7138346477,49.118776,-122.738292,989000.001
7127136589,49.118932,-122.69793,925000.001
7138740745,49.119307,-122.746338,1099900.001
7148485635,49.119485,-122.694293,649900.001
7140745287,49.1197,-122.9056,1488000.001
7148331873,49.1197,-122.9056,1138000.001
7126911471,49.1197,-122.9056,1480000.001
7143161797,49.1197,-122.9056,999999.001
7138753181,49.1197,-122.9056,1198000.001
7143585187,49.1205,-123.1171,2288888.001
7138764800,49.120542,-122.695022,3990000.001
7117225160,49.121663,-122.866373,1650000.001
7124693180,49.122114,-122.655585,699000.001
7135615318,49.122279,-122.677631,879900.001
7125085970,49.122677,-122.704669,540000.001
7125093075,49.123218,-122.690904,621000.001
7145112071,49.124163,-122.832212,869000.001
7148450616,49.124302,-122.681268,575000.001
7125177701,49.12435,-122.87255,855000.001
7133184098,49.125786,-122.887788,599900.001
7139407627,49.127342,-122.671902,1170000.001
7148209247,49.12828,-122.680056,1049900.001
7130708326,49.128453,-123.160965,2699000.001
7134838997,49.128721,-122.869276,1348880.001
7131930073,49.12915,-122.675753,1199000.001
7148665708,49.129827,-122.669798,638000.001
7134665249,49.13132,-123.167348,1390000.001
7136673644,49.1323,-123.1705,1428000.001
7126886409,49.1323,-123.1705,1428800.001
7136153688,49.1323,-123.1705,1428000.001
7142181679,49.1323,-123.1705,1320000.001
7133332043,49.1323,-123.1705,6000000.001
7115673087,49.1323,-123.1705,1850000.001
7134601410,49.1323,-123.1705,2199000.001
7143506904,49.132346,-123.1709,1528000.001
7130889828,49.132841,-122.828904,650000.001
7138755695,49.133278,-122.666419,547000.001
7119837926,49.13354,-122.683811,698000.001
7139043298,49.133711,-122.682781,998000.001
7127139118,49.134897,-122.834873,485000.001
7138772638,49.134928,-123.148991,888000.001
7126304224,49.135148,-123.115881,1250000.001
7140834937,49.135197,-123.094493,1250000.001
7128945854,49.137007,-123.182138,2980.001
7143787698,49.138078,-122.819272,1279000.001
7139340031,49.139617,-122.834935,539000.001
7146068079,49.14026,-123.186981,579000.001
7129234886,49.140875,-123.134859,279888.001
7127235780,49.141,-122.8569,649800.001
7149688750,49.141,-122.8569,525000.001
7111185783,49.141,-122.8569,345000.001
7138198718,49.141,-122.8569,698000.001
7140005378,49.141,-122.8569,2550.001
7130883054,49.141,-122.8569,889900.001
7131558506,49.141,-122.8569,1.001
